Datetime,AEP_MW
2016-11-26 050000,11672.0
2016-11-26 060000,11943.0
2016-11-26 070000,12347.0
2016-11-26 080000,12935.0
2016-11-26 090000,13401.0
2016-11-26 100000,13751.0
2016-11-26 110000,13977.0
2016-11-26 120000,13885.0
2016-11-26 130000,13630.0
2016-11-26 140000,13344.0
2016-11-26 150000,13145.0
2016-11-26 160000,12985.0
2016-11-26 170000,13360.0
2016-11-26 180000,14367.0
2016-11-26 190000,14447.0
2016-11-26 200000,14356.0
2016-11-26 210000,14327.0
2016-11-26 220000,14108.0
2016-11-26 230000,13603.0
2016-11-27 000000,13156.0
2016-11-25 010000,10979.0
2016-11-25 020000,10782.0
2016-11-25 030000,10533.0
2016-11-25 040000,10605.0
2016-11-25 050000,10836.0
2016-11-25 060000,11278.0
2016-11-25 070000,11773.0
2016-11-25 080000,12234.0
2016-11-25 090000,12532.0
2016-11-25 100000,12945.0
2016-11-25 110000,12968.0
2016-11-25 120000,13128.0
2016-11-25 130000,12895.0
2016-11-25 140000,12882.0
2016-11-25 150000,12789.0
2016-11-25 160000,12696.0
2016-11-25 170000,13130.0
2016-11-25 180000,13789.0
2016-11-25 190000,13700.0
2016-11-25 200000,13628.0
2016-11-25 210000,13460.0
2016-11-25 220000,13258.0
2016-11-25 230000,12831.0
2016-11-26 000000,12336.0
2016-11-24 010000,12081.0
2016-11-24 020000,11690.0
2016-11-24 030000,11442.0
2016-11-24 040000,11400.0
2016-11-24 050000,11429.0
2016-11-24 060000,11572.0
2016-11-24 070000,11906.0
2016-11-24 080000,12304.0
2016-11-24 090000,12855.0
2016-11-24 100000,13380.0
2016-11-24 110000,13696.0
2016-11-24 120000,13702.0
2016-11-24 130000,13093.0
2016-11-24 140000,12357.0
2016-11-24 150000,11863.0
2016-11-24 160000,11518.0
2016-11-24 170000,11311.0
2016-11-24 180000,11859.0
2016-11-24 190000,11855.0
2016-11-24 200000,11907.0
2016-11-24 210000,11967.0
2016-11-24 220000,11888.0
2016-11-24 230000,11641.0
2016-11-25 000000,11242.0
2016-11-23 010000,14304.0
2016-11-23 020000,14188.0
2016-11-23 030000,14158.0
2016-11-23 040000,14236.0
2016-11-23 050000,14543.0
2016-11-23 060000,15142.0
2016-11-23 070000,16207.0
2016-11-23 080000,16672.0
2016-11-23 090000,16899.0
2016-11-23 100000,16725.0
2016-11-23 110000,16662.0
2016-11-23 120000,16138.0
2016-11-23 130000,15902.0
2016-11-23 140000,15651.0
2016-11-23 150000,15129.0
2016-11-23 160000,14941.0
2016-11-23 170000,15133.0
2016-11-23 180000,15721.0
2016-11-23 190000,15514.0
2016-11-23 200000,15275.0
2016-11-23 210000,15104.0
2016-11-23 220000,14680.0
2016-11-23 230000,13774.0
2016-11-24 000000,12854.0
2016-11-22 010000,14723.0
2016-11-22 020000,14658.0
2016-11-22 030000,14618.0
2016-11-22 040000,14831.0
2016-11-22 050000,15258.0
2016-11-22 060000,16164.0
2016-11-22 070000,17417.0
2016-11-22 080000,17809.0
2016-11-22 090000,17690.0
2016-11-22 100000,17256.0
2016-11-22 110000,16758.0
2016-11-22 120000,16264.0
2016-11-22 130000,15697.0
2016-11-22 140000,15331.0
2016-11-22 150000,14994.0
2016-11-22 160000,14892.0
2016-11-22 170000,15196.0
2016-11-22 180000,16011.0
2016-11-22 190000,16283.0
2016-11-22 200000,16536.0
2016-11-22 210000,16418.0
2016-11-22 220000,16072.0
2016-11-22 230000,15447.0
2016-11-23 000000,14635.0
2016-11-21 010000,14023.0
2016-11-21 020000,13790.0
2016-11-21 030000,13902.0
2016-11-21 040000,14091.0
2016-11-21 050000,14427.0
2016-11-21 060000,15368.0
2016-11-21 070000,16696.0
2016-11-21 080000,17150.0
2016-11-21 090000,17073.0
2016-11-21 100000,16767.0
2016-11-21 110000,16528.0
2016-11-21 120000,16056.0
2016-11-21 130000,15864.0
2016-11-21 140000,15517.0
2016-11-21 150000,15216.0
2016-11-21 160000,15145.0
2016-11-21 170000,15378.0
2016-11-21 180000,16527.0
2016-11-21 190000,17052.0
2016-11-21 200000,17089.0
2016-11-21 210000,17180.0
2016-11-21 220000,16683.0
2016-11-21 230000,15730.0
2016-11-22 000000,15189.0
2016-11-20 010000,13136.0
2016-11-20 020000,12882.0
2016-11-20 030000,12718.0
2016-11-20 040000,12719.0
2016-11-20 050000,12926.0
2016-11-20 060000,13145.0
2016-11-20 070000,13543.0
2016-11-20 080000,14295.0
2016-11-20 090000,14877.0
2016-11-20 100000,15105.0
2016-11-20 110000,14823.0
2016-11-20 120000,14801.0
2016-11-20 130000,14643.0
2016-11-20 140000,14605.0
2016-11-20 150000,14408.0
2016-11-20 160000,14476.0
2016-11-20 170000,14825.0
2016-11-20 180000,15942.0
2016-11-20 190000,16182.0
2016-11-20 200000,16044.0
2016-11-20 210000,16060.0
2016-11-20 220000,15614.0
2016-11-20 230000,14860.0
2016-11-21 000000,14291.0
2016-11-19 010000,11485.0
2016-11-19 020000,11135.0
2016-11-19 030000,11012.0
2016-11-19 040000,10949.0
2016-11-19 050000,11234.0
2016-11-19 060000,11667.0
2016-11-19 070000,12169.0
2016-11-19 080000,12912.0
2016-11-19 090000,13644.0
2016-11-19 100000,13992.0
2016-11-19 110000,14222.0
2016-11-19 120000,14294.0
2016-11-19 130000,14140.0
2016-11-19 140000,14184.0
2016-11-19 150000,14009.0
2016-11-19 160000,14120.0
2016-11-19 170000,14502.0
2016-11-19 180000,15501.0
2016-11-19 190000,15566.0
2016-11-19 200000,15151.0
2016-11-19 210000,14889.0
2016-11-19 220000,14645.0
2016-11-19 230000,14008.0
2016-11-20 000000,13439.0
2016-11-18 010000,12025.0
2016-11-18 020000,11765.0
2016-11-18 030000,11780.0
2016-11-18 040000,11913.0
2016-11-18 050000,12369.0
2016-11-18 060000,13039.0
2016-11-18 070000,14541.0
2016-11-18 080000,15004.0
2016-11-18 090000,14970.0
2016-11-18 100000,14531.0
2016-11-18 110000,13929.0
2016-11-18 120000,14164.0
2016-11-18 130000,14056.0
2016-11-18 140000,14013.0
2016-11-18 150000,13813.0
2016-11-18 160000,13547.0
2016-11-18 170000,13602.0
2016-11-18 180000,14118.0
2016-11-18 190000,14157.0
2016-11-18 200000,13840.0
2016-11-18 210000,13613.0
2016-11-18 220000,13195.0
2016-11-18 230000,12506.0
2016-11-19 000000,11787.0
2016-11-17 010000,12560.0
2016-11-17 020000,12505.0
2016-11-17 030000,12496.0
2016-11-17 040000,12570.0
2016-11-17 050000,13007.0
2016-11-17 060000,13974.0
2016-11-17 070000,15402.0
2016-11-17 080000,15929.0
2016-11-17 090000,15637.0
2016-11-17 100000,15136.0
2016-11-17 110000,14734.0
2016-11-17 120000,14258.0
2016-11-17 130000,14056.0
2016-11-17 140000,13885.0
2016-11-17 150000,13652.0
2016-11-17 160000,13527.0
2016-11-17 170000,13576.0
2016-11-17 180000,14316.0
2016-11-17 190000,14561.0
2016-11-17 200000,14433.0
2016-11-17 210000,14319.0
2016-11-17 220000,13851.0
2016-11-17 230000,13089.0
2016-11-18 000000,12361.0
2016-11-16 010000,12576.0
2016-11-16 020000,12392.0
2016-11-16 030000,12276.0
2016-11-16 040000,12274.0
2016-11-16 050000,12852.0
2016-11-16 060000,13883.0
2016-11-16 070000,15226.0
2016-11-16 080000,15665.0
2016-11-16 090000,15336.0
2016-11-16 100000,15038.0
2016-11-16 110000,14763.0
2016-11-16 120000,14437.0
2016-11-16 130000,14176.0
2016-11-16 140000,14097.0
2016-11-16 150000,13991.0
2016-11-16 160000,13648.0
2016-11-16 170000,13789.0
2016-11-16 180000,14469.0
2016-11-16 190000,14838.0
2016-11-16 200000,14772.0
2016-11-16 210000,14732.0
2016-11-16 220000,14303.0
2016-11-16 230000,13681.0
2016-11-17 000000,12953.0
2016-11-15 010000,13145.0
2016-11-15 020000,13066.0
2016-11-15 030000,13032.0
2016-11-15 040000,13239.0
2016-11-15 050000,13702.0
2016-11-15 060000,14495.0
2016-11-15 070000,16042.0
2016-11-15 080000,16502.0
2016-11-15 090000,16019.0
2016-11-15 100000,15597.0
2016-11-15 110000,15137.0
2016-11-15 120000,14698.0
2016-11-15 130000,14380.0
2016-11-15 140000,14185.0
2016-11-15 150000,13985.0
2016-11-15 160000,13834.0
2016-11-15 170000,14037.0
2016-11-15 180000,14827.0
2016-11-15 190000,15012.0
2016-11-15 200000,14954.0
2016-11-15 210000,14906.0
2016-11-15 220000,14390.0
2016-11-15 230000,13710.0
2016-11-16 000000,13009.0
2016-11-14 010000,12917.0
2016-11-14 020000,12933.0
2016-11-14 030000,12978.0
2016-11-14 040000,13149.0
2016-11-14 050000,13566.0
2016-11-14 060000,14627.0
2016-11-14 070000,16178.0
2016-11-14 080000,16621.0
2016-11-14 090000,16436.0
2016-11-14 100000,15995.0
2016-11-14 110000,15588.0
2016-11-14 120000,15040.0
2016-11-14 130000,14720.0
2016-11-14 140000,14543.0
2016-11-14 150000,14355.0
2016-11-14 160000,14112.0
2016-11-14 170000,14299.0
2016-11-14 180000,14976.0
2016-11-14 190000,15408.0
2016-11-14 200000,15385.0
2016-11-14 210000,15326.0
2016-11-14 220000,14891.0
2016-11-14 230000,14168.0
2016-11-15 000000,13351.0
2016-11-13 010000,12796.0
2016-11-13 020000,12749.0
2016-11-13 030000,12874.0
2016-11-13 040000,12931.0
2016-11-13 050000,13074.0
2016-11-13 060000,13409.0
2016-11-13 070000,13961.0
2016-11-13 080000,14354.0
2016-11-13 090000,14585.0
2016-11-13 100000,14187.0
2016-11-13 110000,13279.0
2016-11-13 120000,12938.0
2016-11-13 130000,12604.0
2016-11-13 140000,12433.0
2016-11-13 150000,12065.0
2016-11-13 160000,12068.0
2016-11-13 170000,12433.0
2016-11-13 180000,13524.0
2016-11-13 190000,13872.0
2016-11-13 200000,14076.0
2016-11-13 210000,14285.0
2016-11-13 220000,13938.0
2016-11-13 230000,13482.0
2016-11-14 000000,13166.0
2016-11-12 010000,12368.0
2016-11-12 020000,12142.0
2016-11-12 030000,12072.0
2016-11-12 040000,12287.0
2016-11-12 050000,12557.0
2016-11-12 060000,12964.0
2016-11-12 070000,13799.0
2016-11-12 080000,14273.0
2016-11-12 090000,14461.0
2016-11-12 100000,14208.0
2016-11-12 110000,13781.0
2016-11-12 120000,13503.0
2016-11-12 130000,13082.0
2016-11-12 140000,12685.0
2016-11-12 150000,12412.0
2016-11-12 160000,12294.0
2016-11-12 170000,12542.0
2016-11-12 180000,13530.0
2016-11-12 190000,13938.0
2016-11-12 200000,14063.0
2016-11-12 210000,14008.0
2016-11-12 220000,13894.0
2016-11-12 230000,13469.0
2016-11-13 000000,13033.0
2016-11-11 010000,12598.0
2016-11-11 020000,12316.0
2016-11-11 030000,12196.0
2016-11-11 040000,12227.0
2016-11-11 050000,12523.0
2016-11-11 060000,13225.0
2016-11-11 070000,14695.0
2016-11-11 080000,14957.0
2016-11-11 090000,14957.0
2016-11-11 100000,14566.0
2016-11-11 110000,14312.0
2016-11-11 120000,14126.0
2016-11-11 130000,13907.0
2016-11-11 140000,13760.0
2016-11-11 150000,13586.0
2016-11-11 160000,13345.0
2016-11-11 170000,13595.0
2016-11-11 180000,14265.0
2016-11-11 190000,14419.0
2016-11-11 200000,14307.0
2016-11-11 210000,14234.0
2016-11-11 220000,13897.0
2016-11-11 230000,13374.0
2016-11-12 000000,12718.0
2016-11-10 010000,12607.0
2016-11-10 020000,12554.0
2016-11-10 030000,12638.0
2016-11-10 040000,12714.0
2016-11-10 050000,13138.0
2016-11-10 060000,13823.0
2016-11-10 070000,15529.0
2016-11-10 080000,15848.0
2016-11-10 090000,15677.0
2016-11-10 100000,15179.0
2016-11-10 110000,14941.0
2016-11-10 120000,14575.0
2016-11-10 130000,14272.0
2016-11-10 140000,14289.0
2016-11-10 150000,14010.0
2016-11-10 160000,13827.0
2016-11-10 170000,13924.0
2016-11-10 180000,14644.0
2016-11-10 190000,14861.0
2016-11-10 200000,14888.0
2016-11-10 210000,14799.0
2016-11-10 220000,14321.0
2016-11-10 230000,13614.0
2016-11-11 000000,12969.0
2016-11-09 010000,11801.0
2016-11-09 020000,11448.0
2016-11-09 030000,11318.0
2016-11-09 040000,11217.0
2016-11-09 050000,11554.0
2016-11-09 060000,12279.0
2016-11-09 070000,13661.0
2016-11-09 080000,14200.0
2016-11-09 090000,14177.0
2016-11-09 100000,14180.0
2016-11-09 110000,14289.0
2016-11-09 120000,14309.0
2016-11-09 130000,14270.0
2016-11-09 140000,14293.0
2016-11-09 150000,14167.0
2016-11-09 160000,14025.0
2016-11-09 170000,14344.0
2016-11-09 180000,14931.0
2016-11-09 190000,15238.0
2016-11-09 200000,15257.0
2016-11-09 210000,15097.0
2016-11-09 220000,14567.0
2016-11-09 230000,13801.0
2016-11-10 000000,13154.0
2016-11-08 010000,11766.0
2016-11-08 020000,11748.0
2016-11-08 030000,11710.0
2016-11-08 040000,11735.0
2016-11-08 050000,12119.0
2016-11-08 060000,12938.0
2016-11-08 070000,14207.0
2016-11-08 080000,14701.0
2016-11-08 090000,14627.0
2016-11-08 100000,14551.0
2016-11-08 110000,14316.0
2016-11-08 120000,14093.0
2016-11-08 130000,13815.0
2016-11-08 140000,13898.0
2016-11-08 150000,13701.0
2016-11-08 160000,13610.0
2016-11-08 170000,13796.0
2016-11-08 180000,14597.0
2016-11-08 190000,14828.0
2016-11-08 200000,14508.0
2016-11-08 210000,14273.0
2016-11-08 220000,13641.0
2016-11-08 230000,12886.0
2016-11-09 000000,12197.0
2016-11-07 010000,11297.0
2016-11-07 020000,11297.0
2016-11-07 030000,11207.0
2016-11-07 040000,11356.0
2016-11-07 050000,11833.0
2016-11-07 060000,12858.0
2016-11-07 070000,14385.0
2016-11-07 080000,14879.0
2016-11-07 090000,14785.0
2016-11-07 100000,14569.0
2016-11-07 110000,14338.0
2016-11-07 120000,14239.0
2016-11-07 130000,14145.0
2016-11-07 140000,14149.0
2016-11-07 150000,13979.0
2016-11-07 160000,13787.0
2016-11-07 170000,13799.0
2016-11-07 180000,14379.0
2016-11-07 190000,14617.0
2016-11-07 200000,14497.0
2016-11-07 210000,14091.0
2016-11-07 220000,13486.0
2016-11-07 230000,12750.0
2016-11-08 000000,12247.0
2016-11-06 010000,11299.0
2016-11-06 020000,10964.0
2016-11-06 020000,11008.0
2016-11-06 030000,10950.0
2016-11-06 040000,11018.0
2016-11-06 050000,11166.0
2016-11-06 060000,11607.0
2016-11-06 070000,12008.0
2016-11-06 080000,12509.0
2016-11-06 090000,12885.0
2016-11-06 100000,12768.0
2016-11-06 110000,12362.0
2016-11-06 120000,12084.0
2016-11-06 130000,12011.0
2016-11-06 140000,11925.0
2016-11-06 150000,11787.0
2016-11-06 160000,11855.0
2016-11-06 170000,12034.0
2016-11-06 180000,12736.0
2016-11-06 190000,13178.0
2016-11-06 200000,13098.0
2016-11-06 210000,12920.0
2016-11-06 220000,12453.0
2016-11-06 230000,11828.0
2016-11-07 000000,11359.0
2016-11-05 010000,11475.0
2016-11-05 020000,11277.0
2016-11-05 030000,11156.0
2016-11-05 040000,11154.0
2016-11-05 050000,11273.0
2016-11-05 060000,11668.0
2016-11-05 070000,12282.0
2016-11-05 080000,12990.0
2016-11-05 090000,13485.0
2016-11-05 100000,13553.0
2016-11-05 110000,13326.0
2016-11-05 120000,12956.0
2016-11-05 130000,12589.0
2016-11-05 140000,12254.0
2016-11-05 150000,12029.0
2016-11-05 160000,11944.0
2016-11-05 170000,11950.0
2016-11-05 180000,12012.0
2016-11-05 190000,12547.0
2016-11-05 200000,12916.0
2016-11-05 210000,12812.0
2016-11-05 220000,12538.0
2016-11-05 230000,12143.0
2016-11-06 000000,11679.0
2016-11-04 010000,11251.0
2016-11-04 020000,10954.0
2016-11-04 030000,10772.0
2016-11-04 040000,10679.0
2016-11-04 050000,10837.0
2016-11-04 060000,11571.0
2016-11-04 070000,12910.0
2016-11-04 080000,13814.0
2016-11-04 090000,13847.0
2016-11-04 100000,13870.0
2016-11-04 110000,13973.0
2016-11-04 120000,14008.0
2016-11-04 130000,13835.0
2016-11-04 140000,13713.0
2016-11-04 150000,13560.0
2016-11-04 160000,13369.0
2016-11-04 170000,13230.0
2016-11-04 180000,13043.0
2016-11-04 190000,13405.0
2016-11-04 200000,13694.0
2016-11-04 210000,13469.0
2016-11-04 220000,13163.0
2016-11-04 230000,12540.0
2016-11-05 000000,11953.0
2016-11-03 010000,11243.0
2016-11-03 020000,10983.0
2016-11-03 030000,10914.0
2016-11-03 040000,10792.0
2016-11-03 050000,10962.0
2016-11-03 060000,11721.0
2016-11-03 070000,12869.0
2016-11-03 080000,13887.0
2016-11-03 090000,14004.0
2016-11-03 100000,13926.0
2016-11-03 110000,14149.0
2016-11-03 120000,14123.0
2016-11-03 130000,14175.0
2016-11-03 140000,14208.0
2016-11-03 150000,14180.0
2016-11-03 160000,13972.0
2016-11-03 170000,13889.0
2016-11-03 180000,13758.0
2016-11-03 190000,14198.0
2016-11-03 200000,14337.0
2016-11-03 210000,14216.0
2016-11-03 220000,13557.0
2016-11-03 230000,12752.0
2016-11-04 000000,11859.0
2016-11-02 010000,11389.0
2016-11-02 020000,10878.0
2016-11-02 030000,10827.0
2016-11-02 040000,10850.0
2016-11-02 050000,11010.0
2016-11-02 060000,11704.0
2016-11-02 070000,13065.0
2016-11-02 080000,13853.0
2016-11-02 090000,13827.0
2016-11-02 100000,13807.0
2016-11-02 110000,14073.0
2016-11-02 120000,14179.0
2016-11-02 130000,14304.0
2016-11-02 140000,14557.0
2016-11-02 150000,14649.0
2016-11-02 160000,14611.0
2016-11-02 170000,14491.0
2016-11-02 180000,14392.0
2016-11-02 190000,14719.0
2016-11-02 200000,15014.0
2016-11-02 210000,14632.0
2016-11-02 220000,13808.0
2016-11-02 230000,12833.0
2016-11-03 000000,11939.0
2016-11-01 010000,11325.0
2016-11-01 020000,11148.0
2016-11-01 030000,11017.0
2016-11-01 040000,11014.0
2016-11-01 050000,11237.0
2016-11-01 060000,11851.0
2016-11-01 070000,13303.0
2016-11-01 080000,14216.0
2016-11-01 090000,14129.0
2016-11-01 100000,14022.0
2016-11-01 110000,14097.0
2016-11-01 120000,14070.0
2016-11-01 130000,14192.0
2016-11-01 140000,14321.0
2016-11-01 150000,14392.0
2016-11-01 160000,14234.0
2016-11-01 170000,14304.0
2016-11-01 180000,14149.0
2016-11-01 190000,14392.0
2016-11-01 200000,14885.0
2016-11-01 210000,14576.0
2016-11-01 220000,13896.0
2016-11-01 230000,12935.0
2016-11-02 000000,12146.0
2016-10-31 010000,10825.0
2016-10-31 020000,10662.0
2016-10-31 030000,10554.0
2016-10-31 040000,10600.0
2016-10-31 050000,10877.0
2016-10-31 060000,11710.0
2016-10-31 070000,13001.0
2016-10-31 080000,13925.0
2016-10-31 090000,13932.0
2016-10-31 100000,14091.0
2016-10-31 110000,14101.0
2016-10-31 120000,14017.0
2016-10-31 130000,14151.0
2016-10-31 140000,14025.0
2016-10-31 150000,13871.0
2016-10-31 160000,13741.0
2016-10-31 170000,13689.0
2016-10-31 180000,13541.0
2016-10-31 190000,13557.0
2016-10-31 200000,14016.0
2016-10-31 210000,14021.0
2016-10-31 220000,13777.0
2016-10-31 230000,12823.0
2016-11-01 000000,12023.0
2016-10-30 010000,10628.0
2016-10-30 020000,10261.0
2016-10-30 030000,10071.0
2016-10-30 040000,9877.0
2016-10-30 050000,9966.0
2016-10-30 060000,10046.0
2016-10-30 070000,10410.0
2016-10-30 080000,10825.0
2016-10-30 090000,11250.0
2016-10-30 100000,11622.0
2016-10-30 110000,11820.0
2016-10-30 120000,11940.0
2016-10-30 130000,12220.0
2016-10-30 140000,12293.0
2016-10-30 150000,12294.0
2016-10-30 160000,12236.0
2016-10-30 170000,12344.0
2016-10-30 180000,12408.0
2016-10-30 190000,12774.0
2016-10-30 200000,13139.0
2016-10-30 210000,12979.0
2016-10-30 220000,12532.0
2016-10-30 230000,11959.0
2016-10-31 000000,11315.0
2016-10-29 010000,11342.0
2016-10-29 020000,10998.0
2016-10-29 030000,10888.0
2016-10-29 040000,10823.0
2016-10-29 050000,10932.0
2016-10-29 060000,11208.0
2016-10-29 070000,11718.0
2016-10-29 080000,12239.0
2016-10-29 090000,12698.0
2016-10-29 100000,12776.0
2016-10-29 110000,12854.0
2016-10-29 120000,12666.0
2016-10-29 130000,12600.0
2016-10-29 140000,12527.0
2016-10-29 150000,12492.0
2016-10-29 160000,12579.0
2016-10-29 170000,12650.0
2016-10-29 180000,12674.0
2016-10-29 190000,12799.0
2016-10-29 200000,13078.0
2016-10-29 210000,12799.0
2016-10-29 220000,12233.0
2016-10-29 230000,11779.0
2016-10-30 000000,11107.0
2016-10-28 010000,11660.0
2016-10-28 020000,11275.0
2016-10-28 030000,11176.0
2016-10-28 040000,11257.0
2016-10-28 050000,11455.0
2016-10-28 060000,12209.0
2016-10-28 070000,13522.0
2016-10-28 080000,14298.0
2016-10-28 090000,14333.0
2016-10-28 100000,14291.0
2016-10-28 110000,14240.0
2016-10-28 120000,14040.0
2016-10-28 130000,13824.0
2016-10-28 140000,13807.0
2016-10-28 150000,13656.0
2016-10-28 160000,13411.0
2016-10-28 170000,13310.0
2016-10-28 180000,13263.0
2016-10-28 190000,13441.0
2016-10-28 200000,13785.0
2016-10-28 210000,13546.0
2016-10-28 220000,13180.0
2016-10-28 230000,12557.0
2016-10-29 000000,11870.0
2016-10-27 010000,11780.0
2016-10-27 020000,11465.0
2016-10-27 030000,11257.0
2016-10-27 040000,11340.0
2016-10-27 050000,11552.0
2016-10-27 060000,12313.0
2016-10-27 070000,13582.0
2016-10-27 080000,14358.0
2016-10-27 090000,14346.0
2016-10-27 100000,14376.0
2016-10-27 110000,14289.0
2016-10-27 120000,14283.0
2016-10-27 130000,14121.0
2016-10-27 140000,14106.0
2016-10-27 150000,13824.0
2016-10-27 160000,13699.0
2016-10-27 170000,13697.0
2016-10-27 180000,13669.0
2016-10-27 190000,14086.0
2016-10-27 200000,14469.0
2016-10-27 210000,14379.0
2016-10-27 220000,13929.0
2016-10-27 230000,13078.0
2016-10-28 000000,12242.0
2016-10-26 010000,12001.0
2016-10-26 020000,11751.0
2016-10-26 030000,11659.0
2016-10-26 040000,11700.0
2016-10-26 050000,11992.0
2016-10-26 060000,12800.0
2016-10-26 070000,14142.0
2016-10-26 080000,14963.0
2016-10-26 090000,14850.0
2016-10-26 100000,14751.0
2016-10-26 110000,14606.0
2016-10-26 120000,14383.0
2016-10-26 130000,14175.0
2016-10-26 140000,13944.0
2016-10-26 150000,13733.0
2016-10-26 160000,13567.0
2016-10-26 170000,13592.0
2016-10-26 180000,13679.0
2016-10-26 190000,14161.0
2016-10-26 200000,14488.0
2016-10-26 210000,14248.0
2016-10-26 220000,13829.0
2016-10-26 230000,13088.0
2016-10-27 000000,12291.0
2016-10-25 010000,11621.0
2016-10-25 020000,11448.0
2016-10-25 030000,11391.0
2016-10-25 040000,11444.0
2016-10-25 050000,11804.0
2016-10-25 060000,12554.0
2016-10-25 070000,14072.0
2016-10-25 080000,14972.0
2016-10-25 090000,14913.0
2016-10-25 100000,14634.0
2016-10-25 110000,14499.0
2016-10-25 120000,14228.0
2016-10-25 130000,13978.0
2016-10-25 140000,13850.0
2016-10-25 150000,13719.0
2016-10-25 160000,13495.0
2016-10-25 170000,13361.0
2016-10-25 180000,13452.0
2016-10-25 190000,13850.0
2016-10-25 200000,14453.0
2016-10-25 210000,14349.0
2016-10-25 220000,13928.0
2016-10-25 230000,13178.0
2016-10-26 000000,12446.0
2016-10-24 010000,10831.0
2016-10-24 020000,10547.0
2016-10-24 030000,10520.0
2016-10-24 040000,10532.0
2016-10-24 050000,10700.0
2016-10-24 060000,11543.0
2016-10-24 070000,12997.0
2016-10-24 080000,13740.0
2016-10-24 090000,13817.0
2016-10-24 100000,13774.0
2016-10-24 110000,13759.0
2016-10-24 120000,13827.0
2016-10-24 130000,13751.0
2016-10-24 140000,13798.0
2016-10-24 150000,13656.0
2016-10-24 160000,13520.0
2016-10-24 170000,13387.0
2016-10-24 180000,13323.0
2016-10-24 190000,13639.0
2016-10-24 200000,14200.0
2016-10-24 210000,14086.0
2016-10-24 220000,13627.0
2016-10-24 230000,12775.0
2016-10-25 000000,12153.0
2016-10-23 010000,11370.0
2016-10-23 020000,11101.0
2016-10-23 030000,10931.0
2016-10-23 040000,10821.0
2016-10-23 050000,10909.0
2016-10-23 060000,11032.0
2016-10-23 070000,11353.0
2016-10-23 080000,11898.0
2016-10-23 090000,12327.0
2016-10-23 100000,12327.0
2016-10-23 110000,12171.0
2016-10-23 120000,12060.0
2016-10-23 130000,11938.0
2016-10-23 140000,11761.0
2016-10-23 150000,11725.0
2016-10-23 160000,11655.0
2016-10-23 170000,11833.0
2016-10-23 180000,11934.0
2016-10-23 190000,12239.0
2016-10-23 200000,13073.0
2016-10-23 210000,12954.0
2016-10-23 220000,12354.0
2016-10-23 230000,11747.0
2016-10-24 000000,11202.0
2016-10-22 010000,11153.0
2016-10-22 020000,10667.0
2016-10-22 030000,10637.0
2016-10-22 040000,10495.0
2016-10-22 050000,10525.0
2016-10-22 060000,10928.0
2016-10-22 070000,11367.0
2016-10-22 080000,12015.0
2016-10-22 090000,12408.0
2016-10-22 100000,12789.0
2016-10-22 110000,12940.0
2016-10-22 120000,12924.0
2016-10-22 130000,12679.0
2016-10-22 140000,12541.0
2016-10-22 150000,12321.0
2016-10-22 160000,12121.0
2016-10-22 170000,12021.0
2016-10-22 180000,12126.0
2016-10-22 190000,12456.0
2016-10-22 200000,13086.0
2016-10-22 210000,12993.0
2016-10-22 220000,12673.0
2016-10-22 230000,12311.0
2016-10-23 000000,11788.0
2016-10-21 010000,11585.0
2016-10-21 020000,11220.0
2016-10-21 030000,11017.0
2016-10-21 040000,10896.0
2016-10-21 050000,11059.0
2016-10-21 060000,11711.0
2016-10-21 070000,12751.0
2016-10-21 080000,13456.0
2016-10-21 090000,13717.0
2016-10-21 100000,13920.0
2016-10-21 110000,14081.0
2016-10-21 120000,14074.0
2016-10-21 130000,14017.0
2016-10-21 140000,13968.0
2016-10-21 150000,13749.0
2016-10-21 160000,13618.0
2016-10-21 170000,13505.0
2016-10-21 180000,13433.0
2016-10-21 190000,13586.0
2016-10-21 200000,13881.0
2016-10-21 210000,13665.0
2016-10-21 220000,13155.0
2016-10-21 230000,12452.0
2016-10-22 000000,11800.0
2016-10-20 010000,11754.0
2016-10-20 020000,11291.0
2016-10-20 030000,11057.0
2016-10-20 040000,10924.0
2016-10-20 050000,11086.0
2016-10-20 060000,11769.0
2016-10-20 070000,12995.0
2016-10-20 080000,13805.0
2016-10-20 090000,13876.0
2016-10-20 100000,14142.0
2016-10-20 110000,14558.0
2016-10-20 120000,14742.0
2016-10-20 130000,15054.0
2016-10-20 140000,15278.0
2016-10-20 150000,15301.0
2016-10-20 160000,15160.0
2016-10-20 170000,15036.0
2016-10-20 180000,14858.0
2016-10-20 190000,14873.0
2016-10-20 200000,15046.0
2016-10-20 210000,14671.0
2016-10-20 220000,13831.0
2016-10-20 230000,13081.0
2016-10-21 000000,12263.0
2016-10-19 010000,12067.0
2016-10-19 020000,11604.0
2016-10-19 030000,11183.0
2016-10-19 040000,11153.0
2016-10-19 050000,11296.0
2016-10-19 060000,12018.0
2016-10-19 070000,13263.0
2016-10-19 080000,14013.0
2016-10-19 090000,14033.0
2016-10-19 100000,14145.0
2016-10-19 110000,14706.0
2016-10-19 120000,15059.0
2016-10-19 130000,15462.0
2016-10-19 140000,15853.0
2016-10-19 150000,16090.0
2016-10-19 160000,16059.0
2016-10-19 170000,16102.0
2016-10-19 180000,15823.0
2016-10-19 190000,15662.0
2016-10-19 200000,15923.0
2016-10-19 210000,15457.0
2016-10-19 220000,14647.0
2016-10-19 230000,13643.0
